,CODE_INSEE,CODE_POSTAL,NOM_COMMUNE,LIBELLE,EPCI,LIBEPCI,TYPE_EPCI,EPCI_COMMUNES,DEP,DEP_NOM,REG,REG_NOM,DOSSIER_INSEE,P08_POP,P13_POP,P18_POP,P08_LOG,P13_LOG,P18_LOG,P08_RP,P13_RP,P18_RP,P08_RSECOCC,P13_RSECOCC,P18_RSECOCC,P08_LOGVAC,P13_LOGVAC,P18_LOGVAC,P08_MAISON,P13_MAISON,P18_MAISON,P08_APPART,P13_APPART,P18_APPART,C08_MEN,C13_MEN,C18_MEN,C08_PMEN,C13_PMEN,C18_PMEN,P08_RP_PROP,P13_RP_PROP,P18_RP_PROP,P08_RP_LOC,P13_RP_LOC,P18_RP_LOC,NAIS0813,NAIS1318,DECE0813,DECE1318,TXPOP_0818,TXPOP_0813,TXPOP_1318,TM_2008,TM_2013,TM_2018,TXTM_0813,TXTM_1318,TXTM_0818,SRU_OBJ_2017_2019,SRU_LLS_2017,SRU_TX_LLS_2017,SRU_RP_2017,SRU_OBJ_TX,SRU_OBJ_2020_2022,SRU_LLS_2020,SRU_TX_LLS_2020,SRU_RP_2020,SRU_CARENCE_2017,SRU_CARENCE_2020,SRU_LOG3565_2017,SRU_LOG3565_2020,SRU_LOG3565_TOTAL,SRU_EVOL_RP,SRU_EVOL_CARENCE,SRU_LOG_CONSTRUITS,ART_TOTAL,ART_HABITAT,ART_ACTIVITE,ART_MIXTE,ART_INCONNUE,SURFACE_COMMUNE,ART_POURCENT,ART_POPULATION,ART_MENAGE,ART_EMPLOI_MENAGE,ART_EMPLOIS_2012,ART_EMPLOIS_2017,ART_EMPLOIS_1217,ART_MENAGES_2012,ART_MENAGES_2017,ART_MENAGES_1217,ART_POPULATION_2012,ART_POPULATION_2017,ART_POPULATION_1217,PROJ_EPCI_NOM,PROJ_EPCI_2013,PROJ_EPCI_2030,PROJ_EPCI_2050,PROJ_EPCI_2040,PROJ_EPCI_2020,PROJ_SCOT_NOM,PROJ_SCOT_2013,PROJ_SCOT_2030,PROJ_SCOT_2050,PROJ_SCOT_2040,PROJ_SCOT_2020,PROJ_DPT_2013,PROJ_DPT_2018,PROJ_DPT_TXPOP_1318,PROJ_DPT_2020,PROJ_DPT_TXPOP_1820,PROJ_DPT_TXPOP_1320,PROJ_DPT_2030,PROJ_DPT_TXPOP_2030,PROJ_DPT_2040,PROJ_DPT_TXPOP_3040,PROJ_DPT_2050,PROJ_DPT_TXPOP_4050,PROJ_REG_2013,PROJ_REG_2018,PROJ_REG_2020,PROJ_REG_2030,PROJ_REG_2040,PROJ_REG_2050,EVOL_DPT_POP08,EVOL_DPT_POP13,EVOL_DPT_POP18,EVOL_DPT_0813,EVOL_DPT_1318,EVOL_DPT_1821,EVOL_DPT_POP21,NB_LGT_TOT_CREES,NB_LGT_TOT_COMMENCES,NB_LGT_TOT_COMMENCES_1316,NB_LGT_TOT_COMMENCES_1721,NB_LGT_TX_REALISATION,NB_LGT_RENOUVELLEMENT,NB_LGT_NOUVEAU,NB_LGT_PRINCIPAL,NB_LGT_SECONDAIRE,NB_LGT_IND_CREES,NB_LGT_COL_CREES,NB_LGT_DEMOLIS,NB_LGT_PRET_LOC_SOCIAL,NB_LGT_PRET_LOC_SOCIAL_1316,NB_LGT_PRET_LOC_SOCIAL_1721,SITADEL_SUPERFICIE_TERRAIN,TX_POP_2030,TX_POP_3040,TX_POP_4050,POP_2020,POP_2030,POP_2040,POP_2050,TM_2020,TM_2030,TM_2040,TM_2050,LOG_2020,LOG_2030,LOG_2040,LOG_2050,P20_RP,TX_RES_SEC_18,TX_RES_VAC_18,P20_RSECOCC,P20_LOGVAC,P30_RSECOCC,P30_LOGVAC,NOUV_LOG_0813,NOUV_LOG_1318,NOUV_LOG_1820,NOUV_LOG_1320,NOUV_LOG_0820,EXCES_BESOINS_0820,EXCES_BESOINS_1320,BESOINS_0813,BESOINS_1320,BESOINS_0820,NOUV_RESSEC_1320,NOUV_LOGVAC_1320,NOUV_RESSEC_1318,NOUV_LOGVAC_1318,NB_LGT_TOT_COMMENCES_1321,NB_LGT_PRET_LOC_SOCIAL_1321,TX_LGT_PRET_LOC_SOCIAL_1321,TX_LGT_PRET_LOC_SOCIAL_1316,TX_LGT_PRET_LOC_SOCIAL_1721,LOG_NON_VENDUS_1320,HELLO,TEST,TEST2,REGREG,SITADEL_LOCAUX_SUPERFICIE_TERRAIN,SITADEL_LOCAUX_CHAMBRES,SITADEL_LOCAUX_NOUVEAUX,SITADEL_LOCAUX_SURF_HAB_AVANT,SITADEL_LOCAUX_SURF_HAB_CREEE,SITADEL_LOCAUX_SURF_HAB_ISSUE_TRANSFO,SITADEL_LOCAUX_SURF_HAB_DEMOLIE,SITADEL_LOCAUX_SURF_HAB_TRANSFORMEE,SITADEL_LOCAUX_SURF_LOC_AVANT,SITADEL_LOCAUX_SURF_LOC_CREEE,SITADEL_LOCAUX_SURF_LOC_ISSUE_TRANSFO,SITADEL_LOCAUX_SURF_LOC_DEMOLIE,SITADEL_LOCAUX_SURF_LOC_TRANSFORMEE,SITADEL_LOCAUX_SURF_HEB_AVANT,SITADEL_LOCAUX_SURF_HEB_CREEE,SITADEL_LOCAUX_SURF_HEB_ISSUE_TRANSFO,SITADEL_LOCAUX_SURF_HEB_DEMOLIE,SITADEL_LOCAUX_SURF_HEB_TRANSFORMEE,SITADEL_LOCAUX_SURF_BUR_AVANT,SITADEL_LOCAUX_SURF_BUR_CREEE,SITADEL_LOCAUX_SURF_BUR_ISSUE_TRANSFO,SITADEL_LOCAUX_SURF_BUR_DEMOLIE,SITADEL_LOCAUX_SURF_BUR_TRANSFORMEE,SITADEL_LOCAUX_SURF_COM_AVANT,SITADEL_LOCAUX_SURF_COM_CREEE,SITADEL_LOCAUX_SURF_COM_ISSUE_TRANSFO,SITADEL_LOCAUX_SURF_COM_DEMOLIE,SITADEL_LOCAUX_SURF_COM_TRANSFORMEE,SITADEL_LOCAUX_SURF_ART_AVANT,SITADEL_LOCAUX_SURF_ART_CREEE,SITADEL_LOCAUX_SURF_ART_ISSUE_TRANSFO,SITADEL_LOCAUX_SURF_ART_DEMOLIE,SITADEL_LOCAUX_SURF_ART_TRANSFORMEE,SITADEL_LOCAUX_SURF_IND_AVANT,SITADEL_LOCAUX_SURF_IND_CREEE,SITADEL_LOCAUX_SURF_IND_ISSUE_TRANSFO,SITADEL_LOCAUX_SURF_IND_DEMOLIE,SITADEL_LOCAUX_SURF_IND_TRANSFORMEE,SITADEL_LOCAUX_SURF_AGR_AVANT,SITADEL_LOCAUX_SURF_AGR_CREEE,SITADEL_LOCAUX_SURF_AGR_ISSUE_TRANSFO,SITADEL_LOCAUX_SURF_AGR_DEMOLIE,SITADEL_LOCAUX_SURF_AGR_TRANSFORMEE,SITADEL_LOCAUX_SURF_ENT_AVANT,SITADEL_LOCAUX_SURF_ENT_CREEE,SITADEL_LOCAUX_SURF_ENT_ISSUE_TRANSFO,SITADEL_LOCAUX_SURF_ENT_DEMOLIE,SITADEL_LOCAUX_SURF_ENT_TRANSFORMEE,SITADEL_LOCAUX_SURF_PUB_AVANT,SITADEL_LOCAUX_SURF_PUB_CREEE,SITADEL_LOCAUX_SURF_PUB_ISSUE_TRANSFO,SITADEL_LOCAUX_SURF_PUB_DEMOLIE,SITADEL_LOCAUX_SURF_PUB_TRANSFORMEE
meta,Code INSEE Commune,Code Postal Commune,Nom de Commune,Libelle,Code EPCI - Métropole,Libellé de l'EPCI / Métropole,Nature d'EPCI,Nombre communes EPCI,Departement,Nom Departement,Region,Nom Région,Dossier Complet INSEE,Population en 2008,Population en 2013,Population en 2018,Nombre de logements en 2008,Nombre de logements en 2013,Nombre de logements en 2018,Nombre de résidences principales en 2008,Nombre de résidences principales en 2013,Nombre de résidences principales en 2018,Nombre de résidences secondaires et logements occasionnels en 2008,Nombre de résidences secondaires et logements occasionnels en 2013,Nombre de résidences secondaires et logements occasionnels en 2018,Nombre de logements vacants en 2008,Nombre de logements vacants en 2013,Nombre de logements vacants en 2018,Nombre de maisons en 2008,Nombre de maisons en 2013,Nombre de maisons en 2018,Nombre d'appartements en 2008,Nombre d'appartements en 2013,Nombre d'appartements en 2018,Nombre de ménages en 2008,Nombre de ménages en 2013,Nombre de ménages en 2018,Nombre de personnes des ménages en 2008,Nombre de personnes des ménages en 2013,Nombre de personnes des ménages en 2018,Nombre de résidences principales occupées par propriétaires en 2008,Nombre de résidences principales occupées par propriétaires en 2013,Nombre de résidences principales occupées par propriétaires en 2018,Nombre de résidences principales occupées par locataires en 2008,Nombre de résidences principales occupées par locataires en 2013,Nombre de résidences principales occupées par locataires en 2018,Nombre de naissances entre 01/01/2008 et 01/01/2013,Nombre de naissances entre 01/01/2013 et 01/01/2018,Nombre de décès entre 01/01/2008 et 01/01/2013,Nombre de décès entre 01/01/2013 et 01/01/2018,Taux de Croissance Annuel de la population de 2008 a 2018,Taux de Croissance Annuel de la population de 2008 a 2013,Taux de Croissance Annuel de la population de 2013 a 2018,Taille des Menages en 2008,Taille des Menages en 2013,Taille des Menages en 2018,Taux de Croissance Annuel de la taille des menages de 2008 a 2013,Taux de Croissance Annuel de la taille des menages de 2013 a 2018,Taux de Croissance Annuel de la taille des menages de 2008 a 2018,Objectifs 2017-2019,NB de LLS au 01/01/2017,TX de LLS au 01/01/2017,NBR RP au 01/01/2017,Taux de LLS à atteindre,Objectifs 2020-2022,NB de LLS au 01/01/2020,TX de LLS au 01/01/2020,NBR RP au 01/01/2020,Carence en 2017,Carence en 2020,Logements Totaux a Construire en Modele 35/65 sur Objectif 2017,Logements Totaux a Construire en Modele 35/65 sur Objectif 2020,Logements Totaux a Construire en Modele 35/65 sur Carence Totale 2020,Evolution du nombre de Residences Principales,Evolution de la Carence du aux Residences Principales,Logements Sociaux Construits entre 2017 et 2020,Total des flux entre NAF et artificialisé sur la période 2009 2020,Flux NAF vers artificialisé destiné à l’habitat sur la période 2009 2020,Flux NAF vers artificialisé destiné à l’activité sur la période 2009 2020,Flux NAF vers artificialisé destiné au mixte sur la période 2009 2020,Flux NAF vers artificialisé inconnu sur la période 2009 2020,Surface communale en m²,Part de surface communale artificialisée (en %),M² artificialisé par habitant supplémentaire,M² artificialisé par menage supplémentaire,Nombre de ménages + emplois supplémentaire par ha artificialisé,Nombre d’emplois 2012,Nombre d’emplois 2017,Variation des Emplois entre 2012 et 2017,Nombre de menages 2012,Nombre de menages 2017,Variation des Menages entre 2012 et 2017,Population en 2012,Population en 2017,Variation Population entre 2012 et 2017,Nom EPCI,Projection Population EPCI 2013,Projection Population EPCI 2030,Projection Population EPCI 2050,Projection Population EPCI 2040,Projection Population EPCI 2020,Nom SCOT,Projection Population SCOT 2013,Projection Population SCOT 2030,Projection Population SCOT 2050,Projection Population SCOT 2040,Projection Population SCOT 2020,Projection Dept 2013,Projection Dept 2018,Taux de Croissance Annuel de la population de 2013 a 2018,Projection Dept 2020,Taux de Croissance Annuel de la population de 2018 a 2020,Taux de Croissance Annuel de la population de 2013 a 2020,Projection Dept 2030,Taux de Croissance Annuel de la population de 2020 a 2030,Projection Dept 2040,Taux de Croissance Annuel de la population de 2030 a 2040,Projection Dept 2050,Taux de Croissance Annuel de la population de 2040 a 2050,Projection Region 2013,Projection Region 2018,Projection Region 2020,Projection Region 2030,Projection Region 2040,Projection Region 2050,Population Dept en 2008,Population Dept en 2013,Population Dept en 2018,Taux Evolution Annuel Population Dept entre 2008 et 2013,Taux Evolution Annuel Population Dept entre 2013 et 2018,Taux Evolution Annuel Population Dept entre 2018 et 2021,Population Dept en 2021,Logements Autorises,Logements Commences,Logements Commences entre 2013 et 2016,Logements Commences entre 2017 et 2021,Taux de Logements Commences,Logements en Renouvellement,Logements Nouveau,Logements Principal,Logements Secondaire,Nombre de logements individuels créés,Nombre de logements collectifs créés,Nombre de logements démolis,Nb de logements locatifs sociaux,Logements Sociaux entre 2013 et 2016,Logements Sociaux entre 2017 et 2021,Superficie du terrain,Taux Evolution de la Population entre 2020 et 2030,Taux Evolution de la Population entre 2030 et 2040,Taux Evolution de la Population entre 2040 et 2050,Population en 2020,Population en 2030,Population en 2040,Population en 2050,Taille des Menages en 2020,Taille des Menages en 2030,Taille des Menages en 2040,Taille des Menages en 2050,Besoins en Logements en 2020,Besoins en Logements en 2030,Besoins en Logements en 2040,Besoins en Logements en 2050,Logements en 2020,Taux de Residences Secondaires en 2018,Taux de Residences Vacantes en 2018,Residences Secondaires en 2020,Residences Vacantes en 2020,Residences Secondaires en 2030,Residences Vacantes en 2030,Nouveaux Logements (RP+RS+VAC) entre 2008 et 2013 (5 ans),Nouveaux Logements (RP+RS+VAC) entre 2013 et 2018 (5 ans),Nouveaux Logements (RP+RS+VAC) entre 2018 et 2020 (2 ans),Nouveaux Logements (RP+RS+VAC) entre 2013 et 2020 (7 ans),Nouveaux Logements (RP+RS+VAC) entre 2008 et 2020 (12 ans),Exces en Logements Construits par rapport aux besoins entre 2008 et 2020 (12 ans),Exces en Logements Construits par rapport aux besoins entre 2013 et 2020 (7 ans),Besoins en Logements entre 2013 et 2020 (7 ans),Besoins en Logements entre 2013 et 2020 (7 ans),Besoins en Logements entre 2008 et 2020 (12 ans),Nouvelles Residences Secondaires entre 2013 et 2020  (8 ans),Nouvelles Residences Vacantes entre 2013 et 2020  (8 ans),Nouvelles Residences Secondaires entre 2013 et 2018  (8 ans),Nouvelles Residences Vacantes entre 2013 et 2018  (8 ans),Logements Construits entre 2013 et 2021  (8 ans),Logements Sociaux Construits entre 2013 et 2020  (8 ans),Taux de Construction de LS entre 2013 et 2020  (8 ans),Taux de Construction de LS entre 2013 et 2016  (8 ans),Taux de Construction de LS  entre 2017 et 2021  (8 ans),Logements Construits non encore vendus en 2020,HELLO,TEST,TEST2,Projection Region 2050,Superficie des Terrains a Destination des Activites,Nombre de chambres d'hebergement crees,Nombre de Locaux Nouveaux,Surface de plancher de la destination ' Habitation ' existante avant travaux,Surface de plancher de la destination ' Habitation ' nouvelle construite,Surface de plancher de la destination ' Habitation ' créée par changement de destination,Surface de plancher de la destination ' Habitation ' supprimée (démolie),Surface de plancher de la destination ' Habitation ' supprimée par changement de destination,Surface de plancher de locaux non résidentiels (i.e. autres que d'habitation) existante avant travaux,Surface de plancher de locaux non résidentiels (i.e. autres que d'habitation) nouvelle construite,Surface de plancher de locaux non résidentiels (i.e. autres que d'habitation) créée par changement de destination,Surface de plancher de locaux non résidentiels (i.e. autres que d'habitation) démolie,Surface de plancher de locaux non résidentiels (i.e. autres que d'habitation) supprimée par changement de destination,Surface de plancher de la destination ' Hébergement hôtelier ' existante avant travaux,Surface de plancher de la destination ' Hébergement hôtelier ' nouvelle construite,Surface de plancher de la destination ' Hébergement hôtelier ' créée par changement de destination,Surface de plancher de la destination ' Hébergement hôtelier ' démolie,Surface de plancher de la destination ' Hébergement hôtelier ' supprimée par changement de destination,Surface de plancher de la destination ' Bureau ' existante avant travaux,Surface de plancher de la destination ' Bureau ' nouvelle construite,Surface de plancher de la destination ' Bureau ' créée par changement de destination,Surface de plancher de la destination ' Bureau ' démolie,Surface de plancher de la destination ' Bureau ' supprimée par changement de destination,Surface de plancher de la destination ' Commerce ' existante avant travaux,Surface de plancher de la destination ' Commerce ' nouvelle construite,Surface de plancher de la destination ' Commerce ' créée par changement de destination,Surface de plancher de la destination ' Commerce ' démolie,Surface de plancher de la destination ' Commerce ' supprimée par changement de destination,Surface de plancher de la destination ' Artisanat ' existante avant travaux,Surface de plancher de la destination ' Artisanat ' nouvelle construite,Surface de plancher de la destination ' Artisanat ' créée par changement de destination,Surface de plancher de la destination ' Artisanat ' démolie,Surface de plancher de la destination ' Artisanat ' supprimée par changement de destination,Surface de plancher de la destination ' Industrie ' existante avant travaux,Surface de plancher de la destination ' Industrie ' nouvelle construite,Surface de plancher de la destination ' Industrie ' créée par changement de destination,Surface de plancher de la destination ' Industrie ' démolie,Surface de plancher de la destination ' Industrie ' supprimée par changement de destination,Surface de plancher de la destination ' Exploitation agricole ou forestière ' existante avant travaux,Surface de plancher de la destination ' Exploitation agricole ou forestière ' nouvelle construite,Surface de plancher de la destination ' Exploitation agricole ou forestière ' créée par changement de destination,Surface de plancher de la destination ' Exploitation agricole ou forestière ' démolie,Surface de plancher de la destination ' Exploitation agricole ou forestière ' supprimée par changement de destination,Surface de plancher de la destination ' Entrepôt ' existante avant travaux,Surface de plancher de la destination ' Entrepôt ' nouvelle construite,Surface de plancher de la destination ' Entrepôt ' créée par changement de destination,Surface de plancher de la destination ' Entrepôt ' démolie,Surface de plancher de la destination ' Entrepôt ' supprimée par changement de destination,Surface de plancher de la destination ' Services publics ou d'intérêt collectif' existante avant travaux,Surface de plancher de la destination ' Services publics ou d'intérêt collectif ' nouvelle construite,Surface de plancher de la destination ' Services publics ou d'intérêt collectif ' créée par changement de destination,Surface de plancher de la destination ' Services publics ou d'intérêt collectif ' démolie,Surface de plancher de la destination ' Services publics ou d'intérêt collectif ' supprimée par changement de destination
06163,06163,06430,TENDE,Tende,240600551,CA de la Riviera Française,CA,15.0,06,Alpes-Maritimes,93,Provence-Alpes-Côte d'Azur,https://www.insee.fr/fr/statistiques/2011101?geo=COM-06163,2025.0,2157.0,2179.0,2000.0,2138.0,2282.0,862.0,927.0,998.0,898.0,898.0,989.0,240.0,312.0,295.0,460.0,741.0,726.0,1526.0,1380.0,1541.0,860.0,925.0,1005.0,1772.0,1863.0,1905.0,500.0,551.0,594.0,298.0,309.0,344.0,37.0,38.0,230.0,223.0,0.736,1.271,0.203,2.06,2.014,1.896,-0.451,-1.2,-0.826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12842.0,10342.0,500.0,500.0,1500.0,177110408.0,0.01,343.0,111.0,107.0,740.0,759.0,19.0,923.0,996.0,73.0,2153.0,2178.0,25.0,SCOT de la Riviera Française et de la Roya,71006.0,68595.0,67223.0,67909.0,69800.0,SCOT de la Riviera Française et de la Roya,71006.0,68595.0,67223.0,102206.0,105304.0,1081000.0,1087000.0,0.111,1089000.0,0.092,0.105,1100000.0,0.101,1110000.0,0.091,1118000.0,0.072,4954000.0,5026000.0,5053000.0,5166000.0,5259000.0,5328000.0,1080771.0,1086219.0,1089270.0,-0.001,0.001,0.001,1089303.0,55.0,8.0,4.0,4.0,0.14545454545454545,3.0,10.0,53.0,3.0,46.0,9.0,0.0,0.0,0.0,0.0,78087.0,0.101,0.101,0.072,2127.0,2149.0,2171.0,2187.0,1.851,1.743,1.675,1.625,1149.0,1233.0,1296.0,1346.0,1149.0,0.4334,0.1293,1139.0,340.0,1139.0,340.0,137.0,145.0,346.0,491.0,628.0,-142.0,-214.0,65.0,222.0,287.0,241.0,-17.0,91.0,-17.0,8.0,0.0,0.0,0.0,0.0,-483.0,Hello Test,5.0,10.0,93.0,1243717.0,0.0,0.0,504.0,2812.0,0.0,355.0,0.0,15140.0,10148.0,5976.0,2785.0,5976.0,6452.0,5501.0,5778.0,1924.0,1229.0,0.0,0.0,0.0,0.0,0.0,0.0,875.0,0.0,0.0,0.0,3174.0,70.0,0.0,0.0,208.0,0.0,9.0,0.0,0.0,0.0,157.0,684.0,0.0,44.0,0.0,76.0,487.0,198.0,76.0,0.0,5281.0,2522.0,0.0,741.0,4539.0
06162,06162,06430,LA BRIGUE,La Brigue,240600551,CA de la Riviera Française,CA,15.0,06,Alpes-Maritimes,93,Provence-Alpes-Côte d'Azur,https://www.insee.fr/fr/statistiques/2011101?geo=COM-06162,633.0,719.0,696.0,1091.0,984.0,1046.0,261.0,327.0,322.0,735.0,583.0,683.0,95.0,73.0,42.0,595.0,476.0,568.0,491.0,497.0,471.0,262.0,328.0,325.0,527.0,617.0,593.0,174.0,231.0,235.0,56.0,70.0,65.0,11.0,4.0,66.0,69.0,0.953,2.581,-0.648,2.011,1.881,1.825,-1.328,-0.603,-0.966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11811.0,10156.0,1155.0,0.0,500.0,93524103.0,0.01,-325.0,-15.0,-12.0,207.0,208.0,1.0,332.0,321.0,-11.0,726.0,700.0,-26.0,SCOT de la Riviera Française et de la Roya,71006.0,68595.0,67223.0,67909.0,69800.0,SCOT de la Riviera Française et de la Roya,71006.0,68595.0,67223.0,102206.0,105304.0,1081000.0,1087000.0,0.111,1089000.0,0.092,0.105,1100000.0,0.101,1110000.0,0.091,1118000.0,0.072,4954000.0,5026000.0,5053000.0,5166000.0,5259000.0,5328000.0,1080771.0,1086219.0,1089270.0,-0.001,0.001,0.001,1089303.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,4278.0,0.101,0.101,0.072,688.0,695.0,702.0,707.0,1.803,1.749,1.714,1.688,382.0,397.0,410.0,419.0,382.0,0.6523,0.0401,810.0,50.0,810.0,50.0,-108.0,64.0,195.0,259.0,151.0,-229.0,-55.0,66.0,55.0,121.0,227.0,-31.0,100.0,-31.0,0.0,0.0,,,,-259.0,Hello Test,5.0,10.0,93.0,41619.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,2844.0,1823.0,0.0,0.0,0.0,242.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,1207.0,0.0,0.0,0.0,0.0,265.0,0.0,0.0,0.0,2540.0,100.0,0.0,0.0,0.0
06161,06161,06270,VILLENEUVE LOUBET,Villeneuve Loubet,240600585,CA de Sophia Antipolis,CA,24.0,06,Alpes-Maritimes,93,Provence-Alpes-Côte d'Azur,https://www.insee.fr/fr/statistiques/2011101?geo=COM-06161,14427.0,14346.0,15780.0,11162.0,11859.0,12082.0,6559.0,6750.0,7590.0,4198.0,4296.0,3829.0,406.0,813.0,662.0,3822.0,3555.0,3618.0,7251.0,8160.0,8329.0,6561.0,6748.0,7593.0,14415.0,14314.0,15652.0,4349.0,4337.0,4855.0,1964.0,2163.0,2494.0,934.0,893.0,515.0,597.0,0.9,-0.113,1.924,2.197,2.121,2.061,-0.702,-0.572,-0.637,523.0,474.0,0.0578,8196.0,25.0,761.0,659.0,0.0807,8164.0,1575.0,1382.0,971.0,1413.0,2567.0,-32.0,-8.0,185.0,139349.0,40517.0,89114.0,9717.0,1.0,19951361.0,0.7,205.0,208.0,47.0,6648.0,6805.0,157.0,7011.0,7266.0,255.0,14814.0,15241.0,427.0,SCOT de Sophia-Antipolis,176685.0,184197.0,188732.0,186464.0,180441.0,SCOT de Sophia-Antipolis,176685.0,184197.0,188732.0,278563.0,268784.0,1081000.0,1087000.0,0.111,1089000.0,0.092,0.105,1100000.0,0.101,1110000.0,0.091,1118000.0,0.072,4954000.0,5026000.0,5053000.0,5166000.0,5259000.0,5328000.0,1080771.0,1086219.0,1089270.0,-0.001,0.001,0.001,1089303.0,1961.0,1351.0,461.0,890.0,0.688934217236104,9.0,1348.0,1565.0,9.0,97.0,1864.0,10.0,484.0,182.0,302.0,1259286.0,0.101,0.101,0.072,15600.0,15758.0,15918.0,16033.0,2.037,1.979,1.942,1.914,7658.0,7963.0,8197.0,8377.0,7658.0,0.3169,0.0548,3863.0,668.0,3863.0,668.0,696.0,222.0,108.0,330.0,1026.0,948.0,443.0,191.0,908.0,1099.0,-433.0,-151.0,-467.0,-151.0,1351.0,484.0,0.3582531458179127,0.3948,0.3393,1021.0,Hello Test,5.0,10.0,93.0,807953.0,0.0,0.0,2122.0,3370.0,0.0,419.0,254.0,100765.0,29469.0,4090.0,793.0,3836.0,1732.0,9786.0,0.0,444.0,0.0,62590.0,12191.0,3675.0,0.0,0.0,9371.0,4141.0,148.0,349.0,57.0,175.0,39.0,196.0,0.0,175.0,23656.0,2731.0,0.0,0.0,3604.0,0.0,45.0,0.0,0.0,0.0,2772.0,47.0,0.0,0.0,0.0,469.0,489.0,71.0,0.0,0.0
06160,06160,06470,VILLENEUVE D ENTRAUNES,Villeneuve D Entraunes,200039931,CC Alpes d'Azur,CC,34.0,06,Alpes-Maritimes,93,Provence-Alpes-Côte d'Azur,https://www.insee.fr/fr/statistiques/2011101?geo=COM-06160,82.0,67.0,86.0,132.0,137.0,139.0,50.0,40.0,46.0,70.0,88.0,84.0,12.0,9.0,9.0,103.0,90.0,126.0,29.0,39.0,12.0,48.0,40.0,50.0,76.0,64.0,110.0,41.0,22.0,31.0,9.0,14.0,13.0,3.0,3.0,6.0,5.0,0.477,-3.96,5.12,1.583,1.6,2.2,0.214,6.576,3.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60949.0,7294.0,0.0,0.0,53655.0,27995236.0,0.22,8048.0,11.0,-1.0,11.0,5.0,-6.0,44.0,47.0,3.0,73.0,80.0,7.0,200039931,0.0,0.0,0.0,0.0,0.0,200039931,0.0,0.0,0.0,0.0,0.0,1081000.0,1087000.0,0.111,1089000.0,0.092,0.105,1100000.0,0.101,1110000.0,0.091,1118000.0,0.072,4954000.0,5026000.0,5053000.0,5166000.0,5259000.0,5328000.0,1080771.0,1086219.0,1089270.0,-0.001,0.001,0.001,1089303.0,9.0,5.0,2.0,3.0,0.5555555555555556,3.0,4.0,3.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,28480.0,0.101,0.101,0.072,98.0,99.0,100.0,101.0,2.499,3.454,4.29,5.05,39.0,29.0,23.0,20.0,39.0,0.6043,0.0647,71.0,8.0,71.0,8.0,5.0,2.0,-21.0,-19.0,-14.0,21.0,6.0,-10.0,-1.0,-11.0,-17.0,0.0,-4.0,0.0,5.0,0.0,0.0,0.0,0.0,24.0,Hello Test,5.0,10.0,93.0,14251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
